Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
magnetic-fast-charger-to-usb-c-cable-1m-9101,MAGNETIC FAST CHARGER TO USB-C CABLE 1M,<p>MAGNETIC FAST CHARGER TO USB-C CABLE 1M con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,9101,250,shopify,2,deny,manual,100000,115000,TRUE,FALSE,https://d3e54emdgoy1fq.cloudfront.net/uploads/standard_product/image/418161/large_3cdc1-PrimeCables-PC-MagCC0012-1m-USB-C-Type-C-Magnetic-USB-C-to-USB-C-Charging-Cable-1m.jpg,1,active
convertidor-vga-a-hdmi-nt-3077-convertidor vga a hdmi nt-307,CONVERTIDOR VGA A HDMI NT-3077,<p>CONVERTIDOR VGA A HDMI NT-3077 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,CONVERTIDOR VGA A HDMI NT-3077,250,shopify,1,deny,manual,58000,66700,TRUE,FALSE,https://megabass.com.py/wp-content/uploads/2024/03/VGA-A-HDMI-700x561.png,1,active
watch-charger-magnetic-type-c-wlc1411-t-vidvie-wlc1411-t,WATCH CHARGER MAGNETIC TYPE-C WLC1411-T VIDVIE,<p>WATCH CHARGER MAGNETIC TYPE-C WLC1411-T VIDVIE con garantía oficial Tecno+.</p>,Tecno+,Smartwatch y Relojes,Smartwatch y Relojes,"Smartwatch y Relojes, tecno-plus",TRUE,Title,Default Title,WLC1411-T,250,shopify,2,deny,manual,50000,57500,TRUE,FALSE,https://www.ecologictech.com.uy/contentimg/11234/1/d/ProdImage_I02193_1_pic.jpg,1,active
airtag-4-pack-1022,AIRTAG 4 PACK,<p>AIRTAG 4 PACK con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,1022,250,shopify,1,deny,manual,180000,207000,TRUE,FALSE,https://www.bhphotovideo.com/images/fb/apple_mx542ll_a_apple_airtag_4_pack_1847954.jpg,1,active
hub-usb-tipo-c-8-en-1-hdtv-lh036-11234,HUB USB TIPO C 8 EN 1 HDTV LH036,<p>HUB USB TIPO C 8 EN 1 HDTV LH036 con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,11234,250,shopify,3,deny,manual,180000,207000,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2024/03/Hub-Usb-Tipo-C-8-En-1-Hdtv-Lh036.png,1,active
microfono-tx-de-solapa-tipo-c-f9-tc-30699,MICROFONO TX DE SOLAPA TIPO C F9 TC,<p>MICROFONO TX DE SOLAPA TIPO C F9 TC con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,30699,250,shopify,2,deny,manual,80000,92000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2024/09/MICROFONO TX DE SOLAPA TIPO C_30699_F9-TC_2.png,1,active
caja-convertidora-rca-a-hdmi-10870,CAJA CONVERTIDORA RCA A HDMI,<p>CAJA CONVERTIDORA RCA A HDMI con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10870,250,shopify,5,deny,manual,40000,46000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/07/CAJA CONVERTIDORA RCA A HDMI_10870_B540_7-600x600.png,1,active
caja-conver-vga-a-hdmi-audio-10760,CAJA CONVER VGA A HDMI AUDIO,<p>CAJA CONVER VGA A HDMI AUDIO con garantía oficial Tecno+.</p>,Tecno+,Sonido y Audio,Sonido y Audio,"Sonido y Audio, tecno-plus",TRUE,Title,Default Title,10760,250,shopify,3,deny,manual,30000,34500,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2024/07/CAJA-CONVERTIDOR-VGA-A-HDMI-AUDIO_10760_B503_4-500x500.png,1,active
vga2av-9110,VGA2AV,<p>VGA2AV con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9110,250,shopify,1,deny,manual,45000,51750,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_724829-MPE104665384593_012026-O.webp,1,active
av2hdmi-input-rca-1087000,AV2HDMI INPUT RCA,<p>AV2HDMI INPUT RCA con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,1087000,250,shopify,3,deny,manual,40000,46000,TRUE,FALSE,https://exitocol.vtexassets.com/arquivos/ids/15203042/convertidor-caja-rca-hdmi-adaptador-no-bidireccional-av2hdmi-blanco.jpg?v=638022432552030000,1,active
jaltech-caja-convertidora-de-vga-a-hdmi-1076009,JALTECH CAJA CONVERTIDORA DE VGA A HDMI,<p>JALTECH CAJA CONVERTIDORA DE VGA A HDMI con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,1076009,250,shopify,1,deny,manual,30000,34500,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/CAJA CONVERTIDOR VGA A HDMI AUDIO_10760_B503_4-600x600.png,1,active
convertidor-hdmi-a-rca-b362-1043500,CONVERTIDOR HDMI A RCA B362,<p>CONVERTIDOR HDMI A RCA B362 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,1043500,250,shopify,4,deny,manual,40000,46000,TRUE,FALSE,https://www.pchardwarepro.com/wp-content/uploads/2025/10/Convertidor-HDMI-a-RCA-2.jpg,1,active
cargador-completo-tipo-c-gta-hc-201 tc,CARGADOR COMPLETO TIPO C GTA,<p>CARGADOR COMPLETO TIPO C GTA con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,HC-201 TC,250,shopify,2,deny,manual,20000,23000,TRUE,FALSE,https://lyonimport.com.ar/wp-content/uploads/2025/06/172528740332857d74ce485887758029d2063c1020.jpg,1,active
audifonos-cable-3-5mm-jal-24-30610,AUDIFONOS CABLE 3.5MM JAL 24,<p>AUDIFONOS CABLE 3.5MM JAL 24 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,30610,250,shopify,10,deny,manual,25000,28750,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2026/01/AUDIFONOS-CABLE-3.5MM-JAL-24_30610_JAL-24_3-1200x1200.png,1,active
manilla-apple-watch-corugada-42-44-45-49-9106,MANILLA APPLE WATCH CORUGADA 42/44/45/49,<p>MANILLA APPLE WATCH CORUGADA 42/44/45/49 con garantía oficial Tecno+.</p>,Tecno+,Smartwatch y Relojes,Smartwatch y Relojes,"Smartwatch y Relojes, tecno-plus",TRUE,Title,Default Title,9106,250,shopify,3,deny,manual,15000,17250,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_734435-MCO72899541439_112023-O.webp,1,active
manilla-apple-watch-40mm-9108,MANILLA APPLE WATCH 40MM,<p>MANILLA APPLE WATCH 40MM con garantía oficial Tecno+.</p>,Tecno+,Smartwatch y Relojes,Smartwatch y Relojes,"Smartwatch y Relojes, tecno-plus",TRUE,Title,Default Title,9108,250,shopify,1,deny,manual,15000,17250,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_846384-MCO72809484838_112023-O.webp,1,active
manilla-apple-watch-con-dise-o-loopmax-9107,MANILLA APPLE WATCH CON DISEÑO LOOPMAX,<p>MANILLA APPLE WATCH CON DISEÑO LOOPMAX con garantía oficial Tecno+.</p>,Tecno+,Smartwatch y Relojes,Smartwatch y Relojes,"Smartwatch y Relojes, tecno-plus",TRUE,Title,Default Title,9107,250,shopify,4,deny,manual,18000,20700,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_923205-MCO69460403532_052023-O.webp,1,active
cable-tipo-c-a-tipo-c-1m-jal-09c-30625,CABLE TIPO C A TIPO C 1M JAL 09C,<p>CABLE TIPO C A TIPO C 1M JAL 09C con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,30625,250,shopify,10,deny,manual,25000,28750,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2024/07/CABLE-TIPO-C-A-TIPO-C-1M-JAL-09C_30625_JAL-09C_2-1200x1200.png,1,active
type-c-to-ype-c-data-cable-60w-cb4038-2c&c,TYPE-C TO YPE-C DATA CABLE 60W,<p>TYPE-C TO YPE-C DATA CABLE 60W con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,CB4038-2C&C,250,shopify,6,deny,manual,25000,28750,TRUE,FALSE,https://luegopagocdn.azureedge.net/content-process/products-images/prod/3171/2b040b37-41df-4d3c-93a6-ae35a3d90d7e.webp,1,active
cable-usb-a-tipo-c-1m-jal-88-30618,CABLE USB A TIPO C 1M JAL 88,<p>CABLE USB A TIPO C 1M JAL 88 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,30618,250,shopify,13,deny,manual,15000,17250,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2024/07/30618_CABLE-USB-A-TIPO-C-1M-JAL-88-1200x1200.jpg,1,active
audifonos-cable-3-5mm-jal-h12-30611,AUDIFONOS CABLE 3.5MM JAL H12,<p>AUDIFONOS CABLE 3.5MM JAL H12 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,30611,250,shopify,1,deny,manual,22000,25300,TRUE,FALSE,https://easycolombia.vtexassets.com/arquivos/ids/265426/image-076e2bef211049f59df77b1fd3c3647b.jpg?v=638926869450370000,1,active
audifono-stereo-tipo-c-jal-h65n-30668,AUDIFONO STEREO TIPO C JAL H65N,<p>AUDIFONO STEREO TIPO C JAL H65N con garantía oficial Tecno+.</p>,Tecno+,Audífonos y Diademas,Audífonos y Diademas,"Audífonos y Diademas, tecno-plus",TRUE,Title,Default Title,30668,250,shopify,2,deny,manual,22000,25300,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2024/10/AUDIFONOS-STEREO-TIPO-C-JAL-H65N_30668_JAL-H65N_2.png,1,active
vidvies-half-in-ear-hs662,VIDVIES Half In-Ear,<p>VIDVIES Half In-Ear con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,HS662,250,shopify,4,deny,manual,30000,34500,TRUE,FALSE,https://losnovedosos.com/wp-content/uploads/2024/01/WhatsApp-Image-2023-12-27-at-11.03.30-AM-1-600x600.jpeg,1,active
vidrio-protector-apple-watch-44mm-9114,VIDRIO PROTECTOR APPLE WATCH 44MM,<p>VIDRIO PROTECTOR APPLE WATCH 44MM con garantía oficial Tecno+.</p>,Tecno+,Smartwatch y Relojes,Smartwatch y Relojes,"Smartwatch y Relojes, tecno-plus",TRUE,Title,Default Title,9114,250,shopify,2,deny,manual,10000,11500,TRUE,FALSE,https://m.media-amazon.com/images/I/61Q+WJXiC5L._AC_.jpg,1,active
protector-apple-watch-49mm-9113,PROTECTOR APPLE WATCH 49MM,<p>PROTECTOR APPLE WATCH 49MM con garantía oficial Tecno+.</p>,Tecno+,Smartwatch y Relojes,Smartwatch y Relojes,"Smartwatch y Relojes, tecno-plus",TRUE,Title,Default Title,9113,250,shopify,2,deny,manual,20000,23000,TRUE,FALSE,https://i5.walmartimages.com/seo/Protector-For-Apple-Watch-Ultra-49mm-Series-2-LTE-Tempered-Glass-Screen-Full-Coverage-Curved-Fit-Black-Edged-9H-Hardness-Cover-Clear_480ea103-7b03-482d-9e50-b7c37ec7806e.6e7be0c56000a516b5915d372a65e987.jpeg,1,active
funda-neopreno-15-6-9034,"FUNDA NEOPRENO 15""6","<p>FUNDA NEOPRENO 15""6 con garantía oficial Tecno+.</p>",Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9034,250,shopify,9,deny,manual,25000,28750,TRUE,FALSE,https://tiendasquality.com.mx/uploads/media/2025/GNBR256349NEGRO01.png,1,active
funda-neopreno-14-9033,"FUNDA NEOPRENO 14""","<p>FUNDA NEOPRENO 14"" con garantía oficial Tecno+.</p>",Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9033,250,shopify,7,deny,manual,25000,28750,TRUE,FALSE,https://megaoutletdeimpresion.com/wp-content/uploads/2025/10/Funda-neopreno-14-pulgadas-800x800.webp,1,active
cable-de-red-certificado-cat6-5m-11463,CABLE DE RED CERTIFICADO CAT6 5M,<p>CABLE DE RED CERTIFICADO CAT6 5M con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11463,250,shopify,3,deny,manual,30000,34500,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2024/09/CABLE-DE-RED-CERTIFICADO-CAT6-3M_11462_CERCAT6-3M_1.png,1,active
jaltech-cable-vga-10-mtr-10385,JALTECH CABLE VGA 10 MTR,<p>JALTECH CABLE VGA 10 MTR con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10385,250,shopify,2,deny,manual,35000,40250,TRUE,FALSE,https://olimpica.vtexassets.com/arquivos/ids/2146721/image-c5675c57e43740b0887427d5be0d4cd1.jpg?v=638907828265470000,1,active
cable-de-red-certificado-3-metros-11462,CABLE DE RED CERTIFICADO 3 METROS,<p>CABLE DE RED CERTIFICADO 3 METROS con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11462,250,shopify,6,deny,manual,25000,28750,TRUE,FALSE,https://www.megacomputo.co/img/p/1/5/7/8/1578-large_default.jpg,1,active
cable-usb-3-0-sata-2-5-11167,"CABLE USB 3.0 SATA 2.5""","<p>CABLE USB 3.0 SATA 2.5"" con garantía oficial Tecno+.</p>",Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11167,250,shopify,6,deny,manual,35000,40250,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2024/03/CABLE-USB-3.0-A-SATA-2.5_11167_LH002_1-500x500.jpg,1,active
cable-convertidor-dvi-a-vga-11082,CABLE CONVERTIDOR DVI A VGA,<p>CABLE CONVERTIDOR DVI A VGA con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11082,250,shopify,16,deny,manual,25000,28750,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2021/10/CABLE-CONVERTIDOR-DVI-A-VGA_11082_B596_1.png,1,active
cable-de-red-cat6-3mts-10694,CABLE DE RED CAT6 3MTS,<p>CABLE DE RED CAT6 3MTS con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10694,250,shopify,7,deny,manual,20000,23000,TRUE,FALSE,https://computecni.com/wp-content/uploads/2021/11/CABLE-DE-RED-CAT6-3MTS.1.webp,1,active
jaltech-cable-vga-15mtr-10700,JALTECH CABLE VGA 15MTR,<p>JALTECH CABLE VGA 15MTR con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10700,250,shopify,3,deny,manual,20000,23000,TRUE,FALSE,https://www.compujes.com/admin/productos/p_284/portada/portada_284.png,1,active
jaltech-cable-vga-15mtr-10404,JALTECH CABLE VGA 15MTR,<p>JALTECH CABLE VGA 15MTR con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10404,250,shopify,1,deny,manual,50000,57500,TRUE,FALSE,https://www.compujes.com/admin/productos/p_345/portada/portada_345.png,1,active
cable-vga-3m-10349,CABLE VGA 3M,<p>CABLE VGA 3M con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10349,250,shopify,3,deny,manual,25000,28750,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/CABLE VGA 3M_10349_VGA-3M_1-600x600.png,1,active
extencion-plug-macho-y-hembra-1-5-mtr-80140,EXTENCION PLUG MACHO Y HEMBRA 1.5 MTR,<p>EXTENCION PLUG MACHO Y HEMBRA 1.5 MTR con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,80140,250,shopify,4,deny,manual,20000,23000,TRUE,FALSE,https://confiteriagrow.cl/wp-content/uploads/2022/09/ACCESORIO-DE-ILUMINACION-CABLE-DE-EXTENSION-MACHO-A-HEMBRA-1.5MT-DELIGHT-4950-1024x1024.jpg,1,active
cable-audio-entrada-y-salida-jal-ad-11602,CABLE AUDIO ENTRADA Y SALIDA JAL AD,<p>CABLE AUDIO ENTRADA Y SALIDA JAL AD con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11602,250,shopify,3,deny,manual,15000,17250,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2025/02/CABLE AUDIO ENTRADA Y SALIDA_11602_JAL-AD_2-768x768.png,1,active
cable-mini-hdmi-a-hdmi-1-5-mts-jalmin-11351,CABLE MINI HDMI A HDMI 1.5 MTS JALMIN,<p>CABLE MINI HDMI A HDMI 1.5 MTS JALMIN con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11351,250,shopify,10,deny,manual,20000,23000,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_821560-MLC72703805656_112023-O-cable-mini-hdmi-a-hdmi-largo-15-metros.webp,1,active
cable-displayport-vga-16075,CABLE DISPLAYPORT VGA,<p>CABLE DISPLAYPORT VGA con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,16075,250,shopify,1,deny,manual,40000,46000,TRUE,FALSE,https://i.pinimg.com/originals/bc/fb/71/bcfb711bc1e306edb85506500fc5127a.jpg,1,active
cable-usb-impresora-3-0-1-8-mts-80228,CABLE USB IMPRESORA 3.0 1.8 MTS,<p>CABLE USB IMPRESORA 3.0 1.8 MTS con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,80228,250,shopify,2,deny,manual,20000,23000,TRUE,FALSE,https://markosoft.com.ec/wp-content/uploads/2024/09/CABLE-USB-IMPRESORA-3.0-1.8MTS_80228_USB-3.0-1.8-MTS_2-768x768-1.png,1,active
cable-de-red-certificado-cat6-1-8m-11461,CABLE DE RED CERTIFICADO CAT6 1.8M,<p>CABLE DE RED CERTIFICADO CAT6 1.8M con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11461,250,shopify,2,deny,manual,15000,17250,TRUE,FALSE,https://paisatech.co/wp-content/uploads/2026/01/CABLE-DE-RED-CERTIFICADO-CAT6-1.8M_11461_CERCAT6-1.8M_1.png,1,active
jaltech-cable-display-port-a-hdmi-hembra-10571,JALTECH CABLE DISPLAY PORT A HDMI HEMBRA,<p>JALTECH CABLE DISPLAY PORT A HDMI HEMBRA con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10571,250,shopify,7,deny,manual,25000,28750,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/CABLE DISPLAY PORT A HDMI HEMBRA_10571_B418_1-600x600.png,1,active
cable-de-poder-para-grabadora-10553,CABLE DE PODER PARA GRABADORA,<p>CABLE DE PODER PARA GRABADORA con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10553,250,shopify,13,deny,manual,13000,14950,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2025/06/Cable-De-Grabadora-1.5-Mts-10553-1.png,1,active
cable-de-poder-tipo-fuente-10640,CABLE DE PODER TIPO FUENTE,<p>CABLE DE PODER TIPO FUENTE con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10640,250,shopify,13,deny,manual,15000,17250,TRUE,FALSE,http://www.goditek.com/cdn/shop/files/COD.10640_1200x1200.jpg?v=1701411664,1,active
cable-de-poder-plano-ref-pc-001-11429,CABLE DE PODER PLANO REF PC 001,<p>CABLE DE PODER PLANO REF PC 001 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11429,250,shopify,11,deny,manual,15000,17250,TRUE,FALSE,https://static.vendaenlinea.co/productos/medium/el-punto-de-la-tecnologza-cali-s-a-s_cable-poder-plano_2510.png,1,active
cable-dp-a-dp-1-5m-11212,CABLE DP A DP 1.5M,<p>CABLE DP A DP 1.5M con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11212,250,shopify,10,deny,manual,20000,23000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2022/07/CABLE-DP-A-DP-1.5M_11212_LH009_1.png,1,active
cable-micro-hdmi-a-micro-hdmi-1-5mt-10267,CABLE MICRO HDMI A MICRO HDMI 1.5MT,<p>CABLE MICRO HDMI A MICRO HDMI 1.5MT con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10267,250,shopify,8,deny,manual,25000,28750,TRUE,FALSE,"https://static.wixstatic.com/media/dbdcef_1f26883d145b42fd98c664f33a7afe34~mv2.jpg/v1/fill/w_980,h_822,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/dbdcef_1f26883d145b42fd98c664f33a7afe34~mv2.jpg",1,active
extension-usb-2-0-1-5-blindada-10505,EXTENSION USB 2.0 1.5 BLINDADA,<p>EXTENSION USB 2.0 1.5 BLINDADA con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,10505,250,shopify,7,deny,manual,15000,17250,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/EXTENCION USB 2.0 - 1.5M BLINDADA_10505_USB-E 1.5M_4-600x600.png,1,active
cable-usb-tipo-c-a-hdmi-hembra-b422-10576,CABLE USB TIPO C A HDMI HEMBRA- B422,<p>CABLE USB TIPO C A HDMI HEMBRA- B422 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10576,250,shopify,1,deny,manual,40000,46000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/CABLE USB TIPO C A HDMI HEMBRA_10576_B422_1-600x600.png,1,active
cable-rca-2x1-gold-10401,CABLE RCA 2X1 GOLD,<p>CABLE RCA 2X1 GOLD con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10401,250,shopify,11,deny,manual,12000,13800,TRUE,FALSE,https://tu360compras.bancolombia.com/221575-large_default/cable-rca-2x1-gold-15m-10401.jpg,1,active
cable-displayport-a-displayport-c9622000,CABLE DISPLAYPORT A DISPLAYPORT,<p>CABLE DISPLAYPORT A DISPLAYPORT con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,C9622000,250,shopify,2,deny,manual,35000,40250,TRUE,FALSE,https://elchapuzasinformatico.com/wp-content/uploads/2023/05/Cable-Display-Port.jpg,1,active
adaptador-corriente-5v-1a-b372-10476a,ADAPTADOR CORRIENTE 5V 1A B372,<p>ADAPTADOR CORRIENTE 5V 1A B372 con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10476A,250,shopify,1,deny,manual,15000,17250,TRUE,FALSE,https://luegopagocdn.azureedge.net/content-process/products-images/prod/2926/64168316-d0c3-4f4b-b66a-bca70335c99c.webp,1,active
cable-am-micro-50-cm-usb-3-0-50cm-10034,CABLE AM/MICRO 50 CM USB 3.0 50CM,<p>CABLE AM/MICRO 50 CM USB 3.0 50CM con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10034,250,shopify,8,deny,manual,18000,20700,TRUE,FALSE,https://img.pccomponentes.com/articles/1057/10578303/3758-gembird-cable-usb-30-a-micro-usb-b-macho-macho-50cm-azul-mejor-precio.jpg,1,active
cable-usb-5-pines-1m-10487,CABLE USB 5 PINES 1M,<p>CABLE USB 5 PINES 1M con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10487,250,shopify,13,deny,manual,15000,17250,TRUE,FALSE,https://www.compujes.com/admin/productos/p_331/portada/portada_331.png,1,active
cable-usb-a-micro-usb-06s3-30057,CABLE USB A MICRO USB 06S3,<p>CABLE USB A MICRO USB 06S3 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,30057,250,shopify,1,deny,manual,12000,13800,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_782720-MCO108969525905_032026-O.webp,1,active
cable-tipo-c-a-jack-3-5-mm-digital-b57-3044600,CABLE TIPO C A JACK 3.5 MM DIGITAL B57,<p>CABLE TIPO C A JACK 3.5 MM DIGITAL B57 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,3044600,250,shopify,3,deny,manual,15000,17250,TRUE,FALSE,https://resources.claroshop.com/medios-plazavip/mkt/6214f332683c6_dise-o-sin-t-tulo-77-png.jpg,1,active
